Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
542,17-Jun-23,CUST542,Female,20,Beauty,1,50,50
549,4-Aug-23,CUST549,Female,50,Beauty,2,50,100
554,12-Nov-23,CUST554,Female,46,Beauty,3,50,150
576,4-Dec-23,CUST576,Female,33,Beauty,3,50,150
584,17-Feb-23,CUST584,Female,27,Beauty,4,50,200
599,19-Nov-23,CUST599,Female,28,Beauty,2,50,100
618,26-Jan-23,CUST618,Female,27,Beauty,1,50,50
628,1-Nov-23,CUST628,Female,19,Beauty,4,50,200
639,13-May-23,CUST639,Female,62,Beauty,4,50,200
652,1-May-23,CUST652,Female,34,Beauty,2,50,100
672,1-Aug-23,CUST672,Female,34,Beauty,2,50,100
723,17-Jun-23,CUST723,Female,54,Beauty,4,50,200
740,5-Feb-23,CUST740,Female,25,Beauty,4,50,200
745,13-Apr-23,CUST745,Male,54,Beauty,2,50,100
785,3-Mar-23,CUST785,Female,31,Beauty,4,50,200
792,9-Jul-23,CUST792,Female,20,Beauty,1,50,50
809,25-Sep-23,CUST809,Female,62,Beauty,2,50,100
817,31-Oct-23,CUST817,Male,30,Beauty,4,50,200
819,15-Jun-23,CUST819,Female,35,Beauty,2,50,100
822,23-May-23,CUST822,Female,52,Beauty,3,50,150
833,16-Jun-23,CUST833,Male,42,Beauty,4,50,200
846,22-Sep-23,CUST846,Male,42,Beauty,1,50,50
902,1-Jun-23,CUST902,Female,54,Beauty,1,50,50
903,27-Apr-23,CUST903,Female,51,Beauty,4,50,200
910,6-Mar-23,CUST910,Female,20,Beauty,3,50,150
912,24-Jan-23,CUST912,Male,51,Beauty,3,50,150
924,29-Aug-23,CUST924,Male,55,Beauty,2,50,100
935,9-Sep-23,CUST935,Female,34,Beauty,1,50,50
936,7-Feb-23,CUST936,Male,57,Beauty,4,50,200
951,2-Nov-23,CUST951,Male,33,Beauty,2,50,100
961,6-Jun-23,CUST961,Male,53,Beauty,4,50,200
963,14-Nov-23,CUST963,Female,55,Beauty,1,50,50
21,14-Jan-23,CUST021,Female,50,Beauty,1,500,500
28,23-Apr-23,CUST028,Female,43,Beauty,1,500,500
47,6-Nov-23,CUST047,Female,40,Beauty,3,500,1500
74,22-Nov-23,CUST074,Female,18,Beauty,4,500,2000
93,14-Jul-23,CUST093,Female,35,Beauty,4,500,2000
94,19-May-23,CUST094,Female,47,Beauty,2,500,1000
97,13-Oct-23,CUST097,Female,51,Beauty,2,500,1000
104,11-Jun-23,CUST104,Female,34,Beauty,2,500,1000
128,5-Jul-23,CUST128,Male,25,Beauty,1,500,500
137,18-Nov-23,CUST137,Male,46,Beauty,2,500,1000
139,15-Dec-23,CUST139,Male,36,Beauty,4,500,2000
144,15-Jul-23,CUST144,Female,59,Beauty,3,500,1500
161,22-Mar-23,CUST161,Male,64,Beauty,2,500,1000
164,15-May-23,CUST164,Female,47,Beauty,3,500,1500
169,17-Nov-23,CUST169,Male,18,Beauty,3,500,1500
193,13-Feb-23,CUST193,Male,35,Beauty,3,500,1500
199,4-Dec-23,CUST199,Male,45,Beauty,3,500,1500
211,1-Jan-24,CUST211,Male,42,Beauty,3,500,1500
213,24-Jul-23,CUST213,Male,27,Beauty,3,500,1500
220,3-Mar-23,CUST220,Male,64,Beauty,1,500,500
237,4-Feb-23,CUST237,Female,50,Beauty,2,500,1000
238,17-Jan-23,CUST238,Female,39,Beauty,1,500,500
257,19-Feb-23,CUST257,Male,19,Beauty,4,500,2000
281,23-May-23,CUST281,Female,29,Beauty,4,500,2000
313,21-Mar-23,CUST313,Female,55,Beauty,3,500,1500
364,23-Aug-23,CUST364,Female,19,Beauty,1,500,500
372,7-Feb-23,CUST372,Female,24,Beauty,3,500,1500
393,11-Oct-23,CUST393,Female,22,Beauty,2,500,1000
408,15-Apr-23,CUST408,Female,64,Beauty,1,500,500
447,6-Jul-23,CUST447,Male,22,Beauty,4,500,2000
461,25-Mar-23,CUST461,Female,18,Beauty,2,500,1000
463,31-Jul-23,CUST463,Female,54,Beauty,3,500,1500
480,29-Jun-23,CUST480,Female,42,Beauty,4,500,2000
503,25-Oct-23,CUST503,Male,45,Beauty,4,500,2000
506,25-Feb-23,CUST506,Male,34,Beauty,3,500,1500
522,1-Jan-23,CUST522,Male,46,Beauty,3,500,1500
537,3-Jun-23,CUST537,Female,21,Beauty,1,500,500
539,8-Jun-23,CUST539,Male,25,Beauty,1,500,500
541,29-Jul-23,CUST541,Male,56,Beauty,1,500,500
577,13-Feb-23,CUST577,Male,21,Beauty,4,500,2000
589,12-Apr-23,CUST589,Female,36,Beauty,2,500,1000
592,24-Jan-23,CUST592,Female,46,Beauty,4,500,2000
600,22-Oct-23,CUST600,Female,59,Beauty,2,500,1000
611,24-Feb-23,CUST611,Male,51,Beauty,3,500,1500
621,4-Mar-23,CUST621,Female,40,Beauty,2,500,1000
636,23-Mar-23,CUST636,Female,21,Beauty,3,500,1500
660,29-Apr-23,CUST660,Female,38,Beauty,2,500,1000
662,22-Dec-23,CUST662,Male,48,Beauty,2,500,1000
677,27-Oct-23,CUST677,Female,19,Beauty,3,500,1500
683,4-Jan-23,CUST683,Male,38,Beauty,2,500,1000
693,23-Apr-23,CUST693,Male,41,Beauty,3,500,1500
720,26-Jan-23,CUST720,Female,56,Beauty,3,500,1500
743,16-Jan-23,CUST743,Female,34,Beauty,4,500,2000
760,27-Mar-23,CUST760,Male,27,Beauty,1,500,500
781,23-Dec-23,CUST781,Male,35,Beauty,1,500,500
805,29-Dec-23,CUST805,Female,30,Beauty,3,500,1500
808,1-Apr-23,CUST808,Male,33,Beauty,4,500,2000
816,12-Aug-23,CUST816,Male,47,Beauty,2,500,1000
832,11-Sep-23,CUST832,Male,47,Beauty,4,500,2000
843,22-May-23,CUST843,Male,21,Beauty,3,500,1500
850,28-Jul-23,CUST850,Female,26,Beauty,2,500,1000
853,4-May-23,CUST853,Male,21,Beauty,2,500,1000
869,25-Oct-23,CUST869,Male,37,Beauty,3,500,1500
880,21-Aug-23,CUST880,Male,22,Beauty,2,500,1000
934,25-Jul-23,CUST934,Male,30,Beauty,1,500,500
937,23-Oct-23,CUST937,Female,62,Beauty,1,500,500
990,25-May-23,CUST990,Female,58,Beauty,2,500,1000
994,18-Dec-23,CUST994,Female,51,Beauty,2,500,1000
